date,origin,destiny,altitude_destiny_mbsl,distance_km,unit_type,charge_tons,weather,driver_experience_years,theorical_time_arrival_hs,real_time_hs,liters_consumed_100km,critical_delay,delay_hs,cost_delay_usd,predicted_time_hs,error_abs_hs
2023-03-06 01:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,27.38,clear,6,5.61,7.35,68.17,1,1.7399999999999993,869.9999999999997,6.701662243683931,0.648337756316069
2023-08-14 13:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,23.04,clear,8,2.97,3.8,63.5,0,0.8299999999999996,414.99999999999983,3.917050822739973,0.11705082273997336
2023-12-06 01:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,34.05,clear,11,2.89,3.78,72.83,0,0.8899999999999997,444.99999999999983,3.9591540275412727,0.17915402754127285
2023-07-26 04:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,35.76,clear,16,5.83,7.29,74.03,1,1.46,730.0,6.718169722552723,0.571830277447277
2023-05-22 19:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,40.97,clear,8,5.98,6.77,77.68,0,0.7899999999999991,394.99999999999955,6.935435022371593,0.16543502237159302
2023-06-03 04:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,32.3,clear,12,6.43,6.69,70.46,0,0.2600000000000007,130.00000000000034,7.346431839669574,0.6564318396695734
2023-08-05 15:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,34.29,clear,16,6.49,8.02,71.83,1,1.5299999999999994,764.9999999999997,7.426164452789289,0.5938355472107109
2023-01-03 07:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,39.53,clear,3,3.21,4.97,74.75,1,1.7599999999999998,879.9999999999999,4.47734243841308,0.49265756158691953
2023-01-21 18:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,26.17,clear,12,4.75,6.25,66.24,1,1.5,750.0,5.780495911587676,0.46950408841232427
2023-12-22 04:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,36.21,clear,18,5.85,5.94,74.35,0,0.09000000000000075,45.00000000000037,6.809719280686248,0.8697192806862475
2023-10-03 05:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,44.32,clear,2,6.81,7.8,78.74,0,0.9900000000000002,495.0000000000001,7.743842017337904,0.056157982662095485
2023-07-01 12:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,23.32,clear,17,1.3,2.64,52.2,1,1.34,670.0,2.49394125236883,0.14605874763117033
2023-10-11 11:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,40.53,clear,12,5.97,6.26,77.37,0,0.29000000000000004,145.00000000000003,6.966169110756165,0.7061691107561652
2023-07-16 06:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,41.66,clear,12,5.1,5.94,76.91,0,0.8400000000000007,420.0000000000004,6.1427802184277205,0.2027802184277201
2023-09-20 14:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,36.03,clear,18,4.97,6.41,73.03,1,1.4400000000000004,720.0000000000002,5.9475038652164,0.4624961347836001
2023-09-20 00:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,22.76,clear,20,1.3,2.08,51.89,0,0.78,390.0,2.2894739659680114,0.20947396596801138
2023-09-16 22:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,44.77,rain,9,6.82,13.47,79.05,1,6.65,3325.0,12.164241403915302,1.305758596084699
2023-07-25 12:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,21.21,clear,9,2.73,3.92,63.85,0,1.19,595.0,3.779671458969534,0.140328541030466
2023-05-06 15:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,24.78,clear,19,4.72,5.17,65.28,0,0.4500000000000002,225.00000000000009,5.411338743774223,0.24133874377422337
2023-02-10 01:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,21.23,white wind,8,3.22,7.95,51.03,1,4.73,2365.0,8.201187034200256,0.2511870342002558
2023-09-22 21:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,21.65,snow,5,6.13,11.56,63.12,1,5.430000000000001,2715.0000000000005,12.119484331751107,0.559484331751106
2023-09-07 17:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,32.23,rain,2,3.1,6.1,69.77,1,2.9999999999999996,1499.9999999999998,8.25138023067245,2.1513802306724497
2023-02-15 22:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,24.09,clear,11,2.99,4.5,64.22,1,1.5099999999999998,754.9999999999999,4.041259625310407,0.45874037468959283
2023-03-08 05:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,40.14,rain,3,5.96,12.44,77.1,1,6.4799999999999995,3239.9999999999995,11.44750984267558,0.9924901573244203
2023-10-10 00:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,42.87,clear,11,6.76,8.25,77.74,1,1.4900000000000002,745.0000000000001,7.868120648463865,0.38187935153613495
2023-06-01 00:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,40.01,clear,1,5.95,7.05,77.01,0,1.0999999999999996,549.9999999999998,6.936051561231007,0.11394843876899241
2023-04-12 11:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,41.48,clear,20,3.0,3.37,78.04,0,0.3700000000000001,185.00000000000006,4.037090564569345,0.667090564569345
2023-11-06 16:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,44.0,clear,16,3.03,4.41,79.8,1,1.3800000000000003,690.0000000000001,3.9228283863512723,0.48717161364872785
2023-11-02 01:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,31.13,clear,8,2.86,4.67,70.79,1,1.81,905.0,3.9491828526854498,0.7208171473145502
2023-10-28 09:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,34.84,rain,11,5.81,12.04,73.39,1,6.2299999999999995,3114.9999999999995,10.776579736240109,1.2634202637598904
2023-01-16 17:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,44.89,snow,6,3.05,6.74,80.42,1,3.6900000000000004,1845.0000000000002,7.1915044787148155,0.45150447871481525
2023-08-18 10:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,44.17,clear,7,5.16,6.34,78.63,0,1.1799999999999997,589.9999999999999,6.096504789029148,0.2434952109708517
2023-09-04 21:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,39.86,clear,3,1.4,3.28,61.45,1,1.88,940.0,2.512837562436642,0.7671624375633579
2023-07-07 07:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,28.65,clear,1,4.8,5.86,67.95,0,1.0600000000000005,530.0000000000002,6.030208889984894,0.17020888998489347
2023-05-10 05:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,38.71,clear,13,6.63,7.14,74.87,0,0.5099999999999998,254.9999999999999,7.56793374059445,0.4279337405944501
2023-11-18 12:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,36.02,clear,3,3.15,3.23,72.36,0,0.08000000000000007,40.000000000000036,4.190731440547557,0.9607314405475571
2023-01-28 17:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,21.93,white wind,8,3.23,6.53,51.42,1,3.3000000000000003,1650.0000000000002,8.137678350606457,1.6076783506064567
2023-07-15 18:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,32.02,white wind,8,12.19,18.49,70.27,1,6.299999999999999,3149.9999999999995,16.919915375328454,1.5700846246715443
2023-09-28 02:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,37.81,clear,17,5.01,6.04,74.25,0,1.0300000000000002,515.0000000000001,5.963671050564414,0.07632894943558632
2023-07-18 14:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,41.37,clear,14,1.41,1.91,62.29,0,0.5,250.0,2.2504447291928145,0.34044472919281454
2023-10-12 18:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,41.12,clear,13,5.98,7.02,77.78,0,1.0399999999999991,519.9999999999995,6.973773554666878,0.04622644533312137
2023-12-02 08:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,43.42,white wind,11,12.86,16.58,78.12,1,3.719999999999999,1859.9999999999995,17.23938276488173,0.6593827648817303
2023-07-19 23:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,20.13,rain,9,6.09,9.86,62.08,1,3.7699999999999996,1884.9999999999998,10.971623834460456,1.111623834460456
2023-01-17 09:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,43.83,white wind,1,7.58,13.87,79.68,1,6.289999999999999,3144.9999999999995,12.428325634194788,1.441674365805211
2023-09-15 08:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,32.91,clear,6,6.45,6.91,70.88,0,0.45999999999999996,229.99999999999997,7.304525476022176,0.39452547602217614
2023-01-11 06:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,30.25,white wind,3,12.09,14.34,69.05,1,2.25,1125.0,17.056291084069528,2.7162910840695282
2023-07-13 12:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,27.07,clear,6,4.77,5.67,66.86,0,0.9000000000000004,450.00000000000017,5.780739762605416,0.11073976260541585
2023-05-21 04:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,28.98,clear,8,1.33,3.28,55.36,1,1.9499999999999997,974.9999999999999,2.3999069184380013,0.8800930815619985
2023-06-29 01:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,34.58,snow,20,4.93,12.07,72.03,1,7.140000000000001,3570.0000000000005,10.176128221132913,1.8938717788670871
2023-04-30 13:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,24.34,rain,7,1.31,7.73,52.77,1,6.42,3210.0,6.740979050262667,0.9890209497373332
2023-10-02 09:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,20.29,clear,19,2.94,2.95,61.62,0,0.010000000000000231,5.0000000000001155,3.937860924489555,0.9878609244895546
2023-04-25 20:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,23.92,clear,8,1.3,1.64,52.53,0,0.33999999999999986,169.99999999999994,2.1886879580204077,0.5486879580204078
2023-05-17 13:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,44.59,clear,11,1.44,1.65,64.1,0,0.20999999999999996,104.99999999999999,2.5253842492138827,0.8753842492138828
2023-02-27 18:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,32.88,clear,10,1.36,2.99,57.55,1,1.6300000000000001,815.0000000000001,2.3807719071363396,0.6092280928636606
2023-05-18 18:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,38.94,clear,19,2.96,2.96,76.26,0,0.0,0.0,4.001977213681912,1.0419772136819123
2023-05-20 09:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,44.98,clear,3,3.05,4.6,80.49,1,1.5499999999999998,774.9999999999999,4.147834484813793,0.4521655151862065
2023-04-10 12:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,31.7,snow,16,2.86,5.16,71.19,1,2.3000000000000003,1150.0000000000002,7.955903520263705,2.795903520263705
2023-03-20 15:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,22.03,clear,6,2.96,3.74,62.81,0,0.7800000000000002,390.0000000000001,3.9307884794814933,0.19078847948149313
2023-12-10 03:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,41.49,clear,11,3.0,4.26,78.04,1,1.2599999999999998,629.9999999999999,3.9656482693552153,0.2943517306447845
2023-04-02 03:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,44.05,clear,8,3.03,4.09,79.83,0,1.06,530.0,3.898940785458693,0.19105921454130703
2023-05-09 00:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,28.67,clear,9,1.33,2.32,55.19,0,0.9899999999999998,494.9999999999999,2.396445443962488,0.0764454439624882
2023-03-14 04:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,24.33,snow,3,5.54,11.13,66.03,1,5.590000000000001,2795.0000000000005,11.010804041195819,0.11919595880418221
2023-02-27 21:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,20.74,clear,2,2.94,4.17,61.93,1,1.23,615.0,3.9976044998641216,0.17239550013587834
2023-07-07 10:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,39.19,clear,6,5.93,6.79,76.43,0,0.8600000000000003,430.00000000000017,6.808243390587481,0.01824339058748059
2023-01-23 23:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,32.12,rain,2,6.43,10.45,70.34,1,4.02,2009.9999999999998,11.103000554741222,0.6530005547412223
2023-01-17 15:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,29.48,clear,6,1.34,2.32,55.64,0,0.9799999999999998,489.9999999999999,2.3920346584416143,0.0720346584416145
2023-01-05 10:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,35.91,clear,11,6.54,6.64,72.95,0,0.09999999999999964,49.99999999999982,7.482045197596162,0.8420451975961623
2023-01-14 10:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,31.53,clear,16,2.86,2.94,71.07,0,0.08000000000000007,40.000000000000036,3.82360000811638,0.88360000811638
2023-08-27 17:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,44.61,clear,13,1.44,3.23,64.11,1,1.79,895.0,2.443665819875707,0.7863341801242929
2023-05-05 00:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,37.57,clear,14,6.59,7.99,74.09,1,1.4000000000000004,700.0000000000002,7.615990806238469,0.3740091937615313
2023-03-30 02:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,33.15,clear,11,1.36,2.19,57.7,0,0.8299999999999998,414.99999999999994,2.291974694318172,0.10197469431817208
2023-03-18 09:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,20.38,white wind,5,7.35,14.42,61.68,1,7.07,3535.0,13.436964625148196,0.9830353748518039
2023-03-23 15:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,23.98,white wind,11,6.91,10.13,65.79,1,3.2200000000000006,1610.0000000000002,11.746382166960093,1.6163821669600917
2023-08-19 21:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,41.0,white wind,1,7.48,12.19,77.7,1,4.709999999999999,2354.9999999999995,12.018658044817023,0.17134195518297624
2023-11-22 06:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,26.75,clear,20,4.76,4.93,66.64,0,0.16999999999999993,84.99999999999997,5.611842524286937,0.681842524286937
2023-01-04 16:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,31.76,clear,20,3.09,3.99,69.45,0,0.9000000000000004,450.00000000000017,4.133301090805358,0.14330109080535802
2023-03-04 14:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,23.89,white wind,11,15.48,23.25,64.67,1,7.77,3885.0,21.329977158044233,1.9200228419557668
2023-11-18 18:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,43.56,clear,16,5.15,5.26,78.21,0,0.10999999999999943,54.999999999999716,5.965533039894305,0.7055330398943056
2023-11-28 15:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,26.4,rain,6,1.32,4.17,53.92,1,2.8499999999999996,1424.9999999999998,6.048979609846633,1.878979609846633
2023-11-23 11:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,32.67,clear,6,3.11,3.94,70.07,0,0.8300000000000001,415.00000000000006,4.19456469960802,0.2545646996080202
2023-01-02 07:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,26.03,rain,10,4.74,8.67,66.14,1,3.9299999999999997,1964.9999999999998,9.50021344346436,0.8302134434643609
2023-07-21 05:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,29.85,snow,6,5.68,12.22,69.89,1,6.540000000000001,3270.0000000000005,10.820795617020796,1.399204382979205
2023-10-12 01:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,41.38,snow,1,3.0,7.79,77.97,1,4.79,2395.0,7.834530528797056,0.04453052879705588
2023-04-12 05:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,41.81,clear,9,6.72,8.39,77.01,1,1.6700000000000008,835.0000000000005,7.869232325002533,0.5207676749974679
2023-06-25 20:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,27.43,clear,17,2.81,2.98,68.2,0,0.16999999999999993,84.99999999999997,3.8080465654251996,0.8280465654251996
2023-04-25 05:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,25.04,clear,10,6.22,7.89,65.46,1,1.67,835.0,7.078642845240904,0.8113571547590954
2023-08-16 04:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,35.54,white wind,14,3.44,8.5,59.03,1,5.0600000000000005,2530.0000000000005,8.276085717550355,0.22391428244964473
2023-10-11 22:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,36.54,clear,19,2.93,3.37,74.58,0,0.43999999999999995,219.99999999999997,3.939787905067722,0.5697879050677219
2023-02-11 19:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,23.31,rain,18,5.51,10.14,65.32,1,4.630000000000001,2315.0000000000005,10.321046507798066,0.1810465077980652
2023-10-07 11:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,31.68,white wind,10,12.17,17.07,70.03,1,4.9,2450.0,16.85912834673195,0.21087165326805035
2023-02-18 22:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,42.92,clear,11,3.26,4.03,77.07,0,0.7700000000000005,385.0000000000002,4.260170237298102,0.23017023729810138
2023-05-31 01:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,32.36,clear,2,1.36,2.02,57.26,0,0.6599999999999999,329.99999999999994,2.4077008706079592,0.3877008706079592
2023-07-29 11:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,44.8,rain,3,6.09,9.07,80.36,1,2.9800000000000004,1490.0000000000002,10.464533632171737,1.3945336321717363
2023-03-28 07:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,25.58,clear,10,2.78,3.99,66.91,1,1.2100000000000004,605.0000000000002,3.704598903251995,0.2854010967480054
2023-08-18 12:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,21.97,white wind,18,15.35,21.83,63.34,1,6.479999999999999,3239.9999999999995,21.26915683693666,0.560843163063339
2023-02-25 13:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,42.19,clear,9,6.74,8.61,77.27,1,1.8699999999999992,934.9999999999997,7.792654333145378,0.8173456668546217
2023-04-18 04:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,38.94,clear,15,6.63,8.52,75.03,1,1.8899999999999997,944.9999999999999,7.70927302117531,0.8107269788246896
2023-07-03 10:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,32.13,white wind,9,7.75,14.43,69.7,1,6.68,3340.0,12.963176011719657,1.4668239882803427
2023-06-22 00:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,42.87,rain,5,6.76,12.38,77.74,1,5.620000000000001,2810.0000000000005,11.814055501335684,0.565944498664317
2023-12-22 13:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,34.21,clear,5,6.49,7.05,71.77,0,0.5599999999999996,279.99999999999983,7.3922834368852905,0.3422834368852907
2023-04-09 21:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,40.99,clear,13,3.23,4.02,75.75,0,0.7899999999999996,394.9999999999998,4.316940318506986,0.2969403185069863
2023-02-23 05:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,35.81,rain,19,5.84,12.09,74.07,1,6.25,3125.0,10.90322677471088,1.1867732252891194
2023-04-18 05:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,44.33,clear,8,1.43,2.82,63.95,1,1.39,695.0,2.520893202744168,0.29910679725583167
2023-03-02 07:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,44.58,white wind,15,15.21,20.78,80.21,1,5.57,2785.0,20.44424846168225,0.3357515383177514
2023-10-19 00:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,22.86,clear,15,6.16,7.43,63.96,1,1.2699999999999996,634.9999999999998,7.088998731333807,0.34100126866619274
2023-12-13 09:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,30.92,clear,14,3.08,4.92,68.88,1,1.8399999999999999,919.9999999999999,4.096602311113303,0.823397688886697
2023-01-04 10:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,44.61,clear,4,6.82,7.29,78.94,0,0.46999999999999975,234.9999999999999,7.70419384798824,0.41419384798823966
2023-10-07 06:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,28.14,clear,19,2.82,4.08,68.7,1,1.2600000000000002,630.0000000000001,3.829365713059498,0.25063428694050227
2023-01-27 13:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,36.05,clear,15,4.97,6.13,73.04,0,1.1600000000000001,580.0000000000001,6.0201897718604656,0.10981022813953434
2023-04-07 10:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,28.93,clear,13,3.05,3.25,67.52,0,0.20000000000000018,100.00000000000009,4.160263362572807,0.9102633625728069
2023-01-25 21:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,40.99,clear,12,1.41,1.67,62.08,0,0.26,130.0,2.309462047163873,0.6394620471638732
2023-06-09 23:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,38.11,clear,1,3.19,4.62,73.79,1,1.4300000000000002,715.0000000000001,4.234158334096481,0.3858416659035191
2023-02-06 03:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,24.44,rain,20,2.77,7.83,66.11,1,5.0600000000000005,2530.0000000000005,8.251039082067795,0.4210390820677947
2023-02-27 08:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,40.49,rain,10,5.07,11.04,76.1,1,5.969999999999999,2984.9999999999995,10.230754815237965,0.8092451847620339
2023-04-28 14:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,25.07,clear,6,5.56,7.28,66.55,1,1.7200000000000006,860.0000000000003,6.584340466811607,0.695659533188393
2023-06-23 10:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,30.55,white wind,18,15.95,22.97,69.25,1,7.02,3510.0,20.85676910569909,2.1132308943009086
2023-07-08 06:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,31.8,clear,12,2.86,4.76,71.26,1,1.9,950.0,3.875517439683801,0.884482560316199
2023-12-29 08:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,32.97,clear,15,2.88,4.52,72.08,1,1.6399999999999997,819.9999999999999,3.797618683862739,0.7223813161372608
2023-03-13 21:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,34.47,clear,16,4.93,6.19,71.95,1,1.2600000000000007,630.0000000000003,5.808004613636908,0.3819953863630925
2023-03-06 19:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,28.54,clear,9,4.8,5.63,67.87,0,0.8300000000000001,415.00000000000006,5.787274633331376,0.15727463333137592
2023-07-22 17:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,23.55,clear,5,6.18,6.36,64.43,0,0.1800000000000006,90.0000000000003,7.121554419716802,0.761554419716802
2023-02-06 21:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,44.57,clear,17,6.08,7.24,80.2,0,1.1600000000000001,580.0000000000001,7.158003957152492,0.08199604284750794
2023-10-27 08:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,42.31,clear,16,5.12,5.71,77.35,0,0.5899999999999999,294.99999999999994,5.89058583133573,0.1805858313357298
2023-02-04 17:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,25.02,rain,19,4.72,12.33,65.45,1,7.61,3805.0,9.506129474000538,2.823870525999462
2023-01-20 10:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,31.64,clear,9,2.86,4.63,71.15,1,1.77,885.0,3.8987930486380495,0.7312069513619504
2023-09-27 02:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,31.07,snow,2,2.85,9.63,70.75,1,6.780000000000001,3390.0000000000005,8.344282808349234,1.2857171916507664
2023-06-29 04:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,42.25,white wind,13,16.85,21.66,77.31,1,4.809999999999999,2404.9999999999995,21.257503622382636,0.40249637761736423
2023-12-05 09:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,29.22,clear,10,5.66,7.28,69.45,1,1.62,810.0,6.71837812170389,0.5616218782961102
2023-06-14 17:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,33.07,rain,7,3.11,7.03,70.35,1,3.9200000000000004,1960.0000000000002,7.998551265416944,0.9685512654169441
2023-04-10 02:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,40.61,clear,10,2.98,3.55,77.43,0,0.5699999999999998,284.99999999999994,4.027968597274113,0.47796859727411345
2023-03-02 23:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,26.16,white wind,12,13.96,19.62,67.31,1,5.66,2830.0,18.702591071807053,0.9174089281929483
2023-02-14 20:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,30.43,clear,18,6.38,6.53,69.17,0,0.15000000000000036,75.00000000000017,7.215930486047091,0.6859304860470905
2023-04-19 09:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,25.25,clear,7,6.23,6.91,65.6,0,0.6799999999999997,339.9999999999999,7.182754650209307,0.2727546502093068
2023-08-05 03:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,32.22,clear,15,5.74,7.31,71.55,1,1.5699999999999994,784.9999999999997,6.718741527316377,0.5912584726836227
2023-01-24 21:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,40.01,clear,14,1.4,3.4,61.53,1,2.0,1000.0,2.3523964638704946,1.0476035361295053
2023-02-03 19:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,40.42,white wind,1,14.91,21.19,77.29,1,6.280000000000001,3140.0000000000005,20.068793492883835,1.1212065071161668
2023-01-27 11:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,35.77,clear,14,4.96,6.75,72.85,1,1.79,895.0,5.969325401093003,0.7806745989069972
2023-01-28 03:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,28.03,white wind,3,14.08,19.42,68.62,1,5.340000000000002,2670.000000000001,19.0414595869315,0.37854041306850306
2023-08-14 18:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,26.65,white wind,15,3.3,7.33,54.06,1,4.03,2015.0000000000002,8.357111234415136,1.0271112344151359
