date,origin,destiny,altitude_destiny_mbsl,distance_km,unit_type,charge_tons,weather,driver_experience_years,theorical_time_arrival_hs,real_time_hs,liters_consumed_100km,critical_delay
2023-10-02 07:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,44.1,clear,12,6.8,7.56,78.59,0
2023-03-21 05:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,31.19,rain,6,1.35,8.24,56.6,1
2023-11-28 00:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,37.35,clear,5,1.39,1.76,60.05,0
2023-08-04 20:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,36.73,clear,12,6.56,6.72,73.51,0
2023-03-04 01:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,27.47,snow,11,1.33,3.38,54.52,1
2023-02-16 07:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,43.04,clear,16,3.26,3.88,77.15,0
2023-03-19 19:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,29.05,clear,17,2.83,3.28,69.33,0
2023-09-16 07:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,23.56,white wind,16,3.26,8.5,52.33,1
2023-08-03 22:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,31.62,snow,7,2.86,5.31,71.13,1
2023-04-03 17:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,37.04,clear,2,1.39,2.27,59.87,0
2023-06-12 15:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,29.35,rain,12,1.34,4.97,55.57,1
2023-08-13 09:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,33.1,rain,12,3.11,9.12,70.37,1
2023-04-12 10:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,31.92,clear,2,1.35,1.69,57.01,0
2023-11-15 17:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,31.06,snow,10,3.08,10.57,68.97,1
2023-12-29 14:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,39.76,clear,4,3.21,4.9,74.91,1
2023-05-31 03:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,27.23,clear,6,4.77,5.23,66.97,0
2023-11-02 17:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,28.44,clear,3,1.33,2.92,55.06,1
2023-04-01 12:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,27.32,white wind,16,7.58,12.12,66.42,1
2023-08-19 05:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,36.69,clear,9,5.86,7.11,74.68,1
2023-07-30 21:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,35.53,clear,5,5.83,6.82,73.87,0
2023-02-05 09:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,44.39,clear,16,3.28,4.34,78.07,0
2023-08-28 18:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,35.15,clear,1,1.37,3.29,58.82,1
2023-10-22 07:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,31.61,clear,20,4.87,5.4,69.98,0
2023-11-22 15:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,40.97,rain,2,2.99,7.1,77.68,1
2023-04-01 13:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,25.85,clear,17,6.25,6.46,66.02,0
2023-11-29 11:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,38.62,clear,16,2.96,4.55,76.03,1
2023-11-01 09:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,26.15,clear,14,1.32,1.72,53.78,0
2023-09-29 08:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,35.54,snow,2,4.95,6.98,72.69,1
2023-02-01 03:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,39.42,clear,4,2.97,4.19,76.59,1
2023-06-10 18:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,35.71,clear,19,5.83,6.27,74.0,0
2023-04-08 07:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,33.42,clear,3,1.36,1.45,57.85,0
2023-01-18 02:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,38.8,clear,13,5.92,6.32,76.16,0
2023-07-07 12:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,39.24,clear,20,2.97,3.95,76.47,0
2023-05-28 10:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,22.39,clear,3,5.49,6.94,64.67,1
2023-09-09 19:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,29.39,clear,3,5.67,7.14,69.57,1
2023-07-30 02:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,26.92,clear,16,3.03,4.02,66.15,0
2023-12-18 03:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,34.85,snow,5,6.51,12.68,72.22,1
2023-02-22 08:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,34.4,clear,3,2.9,3.03,73.08,0
2023-06-29 04:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,22.06,clear,11,6.14,6.66,63.41,0
2023-02-12 06:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,33.72,clear,9,6.47,8.16,71.44,1
2023-05-24 22:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,42.89,clear,11,3.26,4.6,77.05,1
2023-03-25 04:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,26.99,clear,10,2.8,4.54,67.89,1
2023-04-16 18:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,35.02,clear,17,2.91,3.48,73.51,0
2023-02-19 01:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,39.88,clear,4,2.97,4.75,76.92,1
2023-10-10 09:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,42.32,clear,1,3.01,3.23,78.62,0
2023-09-22 05:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,21.98,clear,18,2.96,4.29,62.78,1
2023-07-08 16:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,41.94,clear,3,5.11,6.17,77.1,0
2023-01-24 04:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,24.2,clear,18,4.71,5.36,64.88,0
2023-11-06 04:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,36.15,snow,5,1.38,6.85,59.38,1
2023-12-11 23:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,43.71,rain,8,1.43,7.39,63.6,1
2023-07-09 21:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,28.27,clear,19,6.31,7.79,67.68,1
2023-09-14 01:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,44.16,rain,7,5.16,10.09,78.63,1
2023-10-22 20:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,23.28,white wind,16,11.72,15.11,64.25,1
2023-10-20 08:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,39.21,clear,19,3.2,4.92,74.54,1
2023-10-23 08:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,26.3,clear,9,2.79,3.24,67.41,0
2023-03-02 13:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,25.03,clear,16,5.56,6.88,66.52,1
2023-03-17 13:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,30.53,clear,2,1.34,2.24,56.23,0
2023-09-15 16:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,27.49,clear,14,1.33,2.14,54.53,0
2023-10-11 00:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,27.35,clear,14,5.61,5.83,68.14,0
2023-03-24 23:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,21.24,snow,18,2.73,7.94,63.87,1
2023-09-26 02:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,41.07,clear,3,5.98,7.73,77.75,1
2023-01-11 14:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,36.08,clear,16,1.38,2.45,59.34,0
2023-09-30 08:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,42.18,clear,1,3.01,4.91,78.53,1
2023-06-18 21:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,35.09,clear,19,3.14,4.83,71.72,1
2023-07-21 19:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,22.31,clear,4,2.96,3.05,63.0,0
2023-02-01 04:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,22.54,clear,5,2.75,2.98,64.78,0
2023-08-16 18:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,38.6,clear,11,6.62,6.64,74.8,0
2023-04-06 07:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,28.61,clear,14,3.05,3.37,67.3,0
2023-03-31 04:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,30.33,clear,1,5.69,6.02,70.23,0
2023-05-22 02:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,32.41,clear,2,5.74,7.04,71.69,1
2023-10-09 05:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,27.63,clear,12,5.62,6.58,68.34,0
2023-10-16 06:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,24.78,clear,14,6.22,7.2,65.28,0
2023-08-19 20:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,37.08,white wind,6,14.68,16.68,74.96,1
2023-05-04 20:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,35.51,clear,1,1.38,2.38,59.02,0
2023-04-12 19:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,20.01,clear,13,2.72,2.81,63.01,0
2023-09-10 05:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,38.77,white wind,14,7.99,13.16,74.24,1
2023-08-18 16:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,31.41,clear,10,6.4,8.22,69.85,1
2023-08-13 13:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,25.76,clear,5,3.01,5.01,65.36,1
2023-05-01 03:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,44.45,clear,13,6.81,7.66,78.83,0
2023-05-25 15:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,38.17,clear,3,5.9,7.36,75.72,1
2023-05-01 12:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,25.42,clear,8,4.73,5.78,65.72,0
2023-02-10 02:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,43.44,clear,9,6.78,8.36,78.13,1
2023-05-24 23:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,28.88,clear,20,1.33,2.14,55.31,0
2023-05-27 09:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,44.14,clear,17,5.16,5.95,78.61,0
2023-09-02 22:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,34.56,rain,9,5.8,12.03,73.19,1
2023-11-11 12:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,30.74,clear,14,2.85,3.02,70.52,0
2023-12-05 19:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,29.82,clear,20,2.84,3.61,69.87,0
2023-07-18 00:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,21.7,white wind,15,7.39,10.27,62.59,1
2023-10-27 09:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,25.99,clear,1,3.01,4.0,65.51,0
2023-04-02 19:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,30.98,clear,15,3.08,4.44,68.92,1
2023-09-12 12:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,27.06,clear,2,2.8,3.55,67.94,0
2023-05-16 05:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,32.67,snow,7,3.11,10.62,70.07,1
2023-01-12 00:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,25.62,clear,8,2.79,3.94,66.93,0
2023-03-01 20:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,25.31,clear,4,4.73,5.02,65.64,0
2023-12-27 05:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,21.2,rain,20,4.64,10.88,62.81,1
2023-04-21 08:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,29.21,clear,18,1.34,2.68,55.49,1
2023-10-03 08:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,42.19,clear,4,1.42,2.85,62.75,1
2023-12-06 05:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,44.24,clear,6,3.04,3.81,79.97,0
2023-05-23 15:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,32.99,white wind,1,7.78,13.63,70.29,1
2023-10-18 16:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,44.44,rain,2,1.44,7.35,64.01,1
2023-03-17 06:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,35.23,rain,10,4.95,11.39,72.48,1
2023-05-07 10:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,23.14,clear,15,6.17,6.19,64.15,0
2023-10-21 16:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,21.23,rain,6,2.95,10.17,62.26,1
2023-01-20 14:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,43.45,clear,1,6.05,7.43,79.41,1
2023-02-11 13:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,28.01,clear,4,2.82,4.25,68.61,1
2023-02-12 11:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,37.16,clear,3,6.58,7.23,73.81,0
2023-10-25 21:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,21.24,clear,7,1.29,2.45,51.04,0
2023-06-28 07:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,30.68,rain,12,4.84,8.28,69.34,1
2023-07-12 18:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,35.68,clear,14,6.53,6.6,72.79,0
2023-08-19 22:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,23.84,clear,4,2.98,3.43,64.05,0
2023-10-18 17:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,21.87,clear,19,6.14,7.14,63.28,0
2023-07-30 03:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,38.53,snow,18,2.96,10.79,75.97,1
2023-11-11 02:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,42.37,clear,9,3.25,4.09,76.69,0
2023-10-06 23:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,40.66,clear,20,6.69,8.11,76.22,1
2023-05-29 04:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,21.33,clear,4,5.47,5.7,63.93,0
2023-12-29 07:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,29.15,rain,14,4.81,12.46,68.29,1
2023-06-23 11:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,40.0,clear,16,2.98,3.73,77.0,0
2023-03-19 18:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,27.13,white wind,10,7.57,14.71,66.29,1
2023-03-21 23:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,42.05,clear,3,3.01,4.66,78.43,1
2023-01-28 12:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,23.54,rain,6,5.52,9.7,65.48,1
2023-06-21 12:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,41.01,clear,8,5.98,7.75,77.71,1
2023-03-26 16:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,37.34,clear,16,2.94,3.1,75.14,0
2023-12-07 11:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,26.28,white wind,18,6.98,9.16,67.4,1
2023-02-02 20:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,41.26,clear,14,3.23,5.02,75.93,1
2023-02-23 16:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,27.44,rain,5,1.33,6.05,54.5,1
2023-11-16 13:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,31.7,clear,5,5.73,5.85,71.19,0
2023-04-01 02:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,40.35,clear,18,5.96,6.87,77.24,0
2023-01-29 11:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,23.19,clear,3,5.51,6.42,65.23,0
2024-01-01 09:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,31.62,clear,7,5.72,7.07,71.13,1
2023-05-01 08:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,23.23,clear,4,2.76,3.0,65.26,0
2023-07-07 06:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,32.56,rain,4,6.44,10.72,70.64,1
2023-07-22 18:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,23.46,clear,10,4.69,4.8,64.37,0
2023-11-30 16:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,34.03,clear,4,6.48,7.58,71.65,0
2023-06-02 02:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,22.27,clear,3,1.3,1.83,51.61,0
2023-05-17 13:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,30.19,clear,4,6.37,7.1,69.01,0
2023-06-16 01:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,37.12,clear,8,6.58,7.53,73.78,0
2023-04-13 15:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,24.21,rain,1,2.77,7.91,65.95,1
2023-03-29 14:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,20.37,clear,14,2.72,3.97,63.26,1
2023-03-06 09:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,39.07,white wind,17,12.59,14.76,75.12,1
2023-12-19 19:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,24.06,snow,10,5.53,9.18,65.84,1
2023-12-22 05:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,37.32,clear,4,1.39,2.13,60.03,0
2023-05-06 01:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,26.86,clear,1,2.8,3.67,67.8,0
2023-01-04 18:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,44.34,clear,7,3.04,4.55,80.04,1
2023-07-27 20:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,35.78,clear,3,5.84,6.21,74.05,0
2023-11-21 14:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,28.2,clear,18,2.82,3.34,68.74,0
2023-11-27 06:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,42.6,white wind,10,15.07,17.45,78.82,1
2023-06-29 11:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,21.45,clear,14,4.65,6.2,62.99,1
2023-11-17 13:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,44.7,rain,19,6.09,10.18,80.29,1
2023-02-12 22:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,41.06,white wind,20,7.48,9.75,77.74,1
2023-09-02 13:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,22.56,clear,8,5.5,6.67,64.79,0
2023-04-01 15:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,21.87,clear,15,2.96,4.8,62.7,1
2023-10-30 14:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,32.87,white wind,1,12.23,19.87,70.85,1
2023-12-02 05:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,24.68,rain,5,5.55,12.46,66.28,1
2023-11-05 11:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,26.86,rain,12,2.8,10.52,67.8,1
2023-11-05 16:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,35.24,clear,20,3.14,5.05,71.83,1
2023-01-18 23:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,20.46,clear,7,2.94,4.38,61.74,1
2023-06-18 06:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,35.04,clear,4,6.51,7.86,72.35,1
2023-06-10 08:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,23.07,clear,17,2.75,3.5,65.15,0
2023-12-17 07:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,21.73,clear,14,5.48,7.09,64.21,1
2023-12-14 21:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,37.29,clear,2,5.0,6.58,73.9,1
2023-05-06 17:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,42.51,rain,20,5.12,10.82,77.49,1
2023-10-11 09:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,21.97,clear,5,4.66,5.68,63.34,0
2023-05-16 10:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,40.72,clear,6,1.41,1.68,61.93,0
2023-08-30 00:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,32.18,clear,13,5.74,7.12,71.53,1
2023-06-04 17:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,35.99,clear,8,5.84,7.01,74.19,0
2023-09-11 19:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,31.79,clear,15,6.42,6.57,70.11,0
2023-10-16 16:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,43.74,clear,2,3.27,3.81,77.63,0
2023-08-20 19:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,37.48,clear,18,6.59,7.62,74.03,0
2023-10-26 01:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,22.22,clear,18,2.74,4.14,64.55,1
2023-01-20 05:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,22.05,clear,16,4.66,5.6,63.4,0
2023-08-22 10:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,41.8,white wind,12,8.11,15.0,76.3,1
2023-07-22 22:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,23.84,rain,6,2.98,8.15,64.05,1
2023-06-13 03:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,22.79,clear,18,2.97,4.51,63.33,1
2023-04-23 07:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,29.6,rain,16,1.34,5.22,55.71,1
2023-09-09 09:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,25.34,rain,1,3.0,9.22,65.07,1
2023-03-11 14:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,29.18,clear,16,1.34,2.25,55.48,0
2023-07-22 16:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,20.61,clear,5,2.72,4.58,63.43,1
2023-10-01 11:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,26.08,clear,15,4.74,5.06,66.18,0
2023-08-30 07:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,32.24,snow,20,6.43,11.64,70.42,1
2023-03-15 00:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,33.53,rain,20,4.91,10.68,71.31,1
2023-08-02 04:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,25.67,clear,16,2.79,3.76,66.97,0
2023-02-17 10:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,35.86,clear,19,1.38,2.83,59.21,1
2023-05-31 11:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,29.18,clear,10,5.66,6.08,69.43,0
2023-12-01 11:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,26.13,clear,12,4.75,5.03,66.21,0
2023-06-12 19:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,39.33,clear,10,5.04,5.29,75.3,0
2023-02-20 14:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,36.45,clear,12,1.38,3.22,59.54,1
2023-12-18 03:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,30.17,rain,16,2.84,5.98,70.12,1
2023-12-29 13:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,29.95,clear,15,6.36,7.47,68.84,0
2023-05-10 15:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,31.22,clear,20,1.35,1.82,56.62,0
2023-08-28 09:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,25.35,rain,17,4.73,8.65,65.67,1
2023-08-26 15:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,23.43,clear,17,1.3,1.71,52.26,0
2023-04-16 13:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,23.09,rain,19,6.17,8.49,64.12,1
2023-05-17 04:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,37.98,clear,16,5.01,5.38,74.37,0
2023-09-02 16:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,43.21,clear,18,6.77,7.01,77.97,0
2023-09-16 03:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,37.19,clear,14,1.39,2.84,59.96,1
2023-01-25 21:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,38.73,clear,2,6.63,7.73,74.89,0
2023-05-05 09:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,39.22,rain,15,3.2,8.55,74.54,1
2023-05-29 18:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,30.01,clear,15,5.68,7.1,70.01,1
2023-04-04 12:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,33.08,white wind,2,14.41,21.69,72.16,1
2023-08-05 22:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,25.8,clear,2,6.24,7.79,65.98,1
2023-01-02 02:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,39.89,rain,16,6.66,8.96,75.69,1
2023-08-04 23:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,24.23,clear,11,2.99,3.7,64.31,0
2023-04-20 06:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,28.3,clear,8,2.82,4.67,68.81,1
2023-12-25 03:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,33.22,rain,15,5.77,11.73,72.25,1
2023-01-14 23:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,33.97,clear,14,1.37,1.9,58.16,0
